3572;Sajólád
3573;Sajópetri
3574;Bőcs
3575;Berzék
3576;Sajóhídvég
3577;Köröm
3578;Girincs
3578;Kiscsécs
3579;Kesznyéten
3580;Tiszaújváros
3586;Sajóörös
3587;Tiszapalkonya
3588;Hejőkürt
3589;Tiszatarján
3591;Oszlár
3592;Nemesbikk
3593;Hejőbába
3594;Hejőpapi
3595;Hejőszalonta
3596;Szakáld
3597;Hejőkeresztúr
3598;Nagycsécs
3599;Sajószöged
3600;Ózd
3603;Ózd, Sajóvárkony
3604;Ózd, Bánszállás
3608;Farkaslyuk
3621;Ózd, Uraj
3622;Uppony
3623;Borsodszentgyörgy
3625;Ózd, Szentsimon
3626;Hangony
3627;Domaháza
3627;Kissikátor
3630;Putnok
3635;Dubicsány
3636;Vadna
3636;Sajógalgóc
3641;Nagybarca
3642;Bánhorváti
3643;Dédestapolcsány
3644;Tardona
3645;Mályinka
3646;Nekézseny
3647;Csokvaomány
3648;Csernely
3648;Bükkmogyorósd
3648;Lénárddaróc
3651;Ózd, Center
3652;Sajónémeti
3653;Sajópüspöki
3654;Bánréve
3655;Hét
3656;Sajóvelezd
3656;Sajómercse
3657;Királd
3658;Borsodbóta
3659;Sáta
3661;Ózd, Hódoscsépány
3662;Ózd, Somsálybánya
3663;Arló
3664;Járdánháza
3671;Borsodnádasd
3672;Borsodnádasd , Lemez
3700;Kazincbarcika
3704;Berente
3711;Szirmabesenyő
3712;Sajóvámos
3712;Sajósenye
3713;Arnót
3714;Sajópálfala
3715;Gesztely
3716;Újcsanálos
3716;Sóstófalva
3717;Alsódobsza
3718;Megyaszó
3720;Sajókaza
3720;Sajóivánka
3721;Felsőnyárád
3721;Dövény
3721;Jákfalva
3722;Felsőkelecsény
3723;Zubogy
3724;Ragály
3724;Trizs
3725;Imola
3726;Zádorfalva
3726;Alsószuha
3726;Szuhafő
3728;Kelemér
3728;Gömörszőlős
3729;Serényfalva
3731;Szuhakálló
3732;Kurityán
3733;Rudabánya
3734;Szuhogy
3735;Felsőtelekes
3735;Alsótelekes
3735;Kánó
3741;Izsófalva
3742;Rudolftelep
3743;Ormosbánya
3744;Múcsony
3751;Szendrőlád
3752;Szendrő
3752;Galvács
3753;Abod
3754;Szalonna
3754;Meszes
3755;Martonyi
3756;Perkupa
3756;Varbóc
3757;Szőlősardó
3757;Égerszög
3757;Teresztenye
3758;Jósvafő
3759;Aggtelek
3761;Szin
3761;Szinpetri
3761;Tornakápolna
3762;Szögliget
3763;Bódvaszilas
3764;Bódvarákó
3765;Komjáti
3765;Tornabarakony
3765;Tornaszentandrás
3767;Tornanádaska
3768;Hidvégardó
3768;Becskeháza
3768;Bódvalenke
3769;Tornaszentjakab
3770;Sajószentpéter
3773;Sajókápolna
3773;Sajólászlófalva
3775;Kondó
3776;Radostyán
3777;Parasznya
3778;Varbó
3779;Alacska
3780;Edelény
3780;Balajt
3780;Damak
3780;Ládbesenyő
3783;Edelény , Finke
3786;Lak
3786;Hegymeg
3786;Irota
3786;Szakácsi
3787;Tomor
3791;Sajókeresztúr
3792;Sajóbábony
3793;Sajóecseg
3794;Boldva
3794;Ziliz
3795;Hangács
3795;Nyomár
3796;Borsodszirák
3800;Szikszó
3809;Selyeb
3809;Abaújszolnok
3809;Nyésta
3811;Alsóvadász
3812;Homrogd
3812;Monaj
3813;Kupa
3814;Felsővadász
3815;Gadna
3815;Abaújlak
3816;Gagyvendégi
3817;Gagybátor
3821;Krasznokvajda
3821;Büttös
3821;Kány
3821;Keresztéte
3821;Pamlény
3821;Perecse
3821;Szászfa
3825;Rakaca
3825;Debréte
3825;Viszló
3826;Rakacaszend
3831;Kázsmárk
3832;Léh
3833;Rásonysápberencs
3834;Detek
3834;Beret
3836;Baktakék
3837;Felsőgagy
3837;Alsógagy
3837;Csenyéte
3837;Gagyapáti
3841;Aszaló
3842;Halmaj
3843;Kiskinizs
3844;Nagykinizs
3844;Szentistvánbaksa
3846;Hernádkércs
3847;Felsődobsza
3848;Csobád
3849;Forró
3851;Ináncs
3852;Hernádszentandrás
3853;Pere
3853;Hernádbûd
3854;Gibárt
3855;Fancsal
3860;Encs
3863;Szalaszend
3864;Fulókércs
3865;Fáj
3866;Szemere
3866;Litka
3871;Méra
3872;Novajidrány
3873;Garadna
3874;Hernádvécse
3874;Hernádpetri
3874;Pusztaradvány
3875;Hernádszurdok
3876;Hidasnémeti
3877;Tornyosnémeti
3881;Abaújszántó
3881;Baskó
3881;Sima
3882;Abaújkér
3882;Abaújalpár
3884;Boldogkőújfalu
3885;Boldogkőváralja
3885;Arka
3886;Korlát
3887;Hernádcéce
3888;Vizsoly
3891;Vilmány
3892;Hejce
3893;Fony
3893;Mogyoróska
3893;Regéc
3894;Göncruszka
3895;Gönc
3896;Telkibánya
3897;Zsujta
3898;Abaújvár
3898;Pányok
3899;Kéked
3900;Szerencs
3902;Szerencs, Ond
3903;Bekecs
3904;Legyesbénye
3905;Monok
3906;Golop
3907;Tállya
3908;Rátka
3909;Mád
3910;Tokaj
3915;Tarcal
3916;Bodrogkeresztúr
3917;Bodrogkisfalud
3918;Szegi
3918;Szegilong
3921;Taktaszada
3922;Taktaharkány
3923;Gesztely, Újharangod
3924;Taktakenéz
3925;Prügy
3926;Taktabáj
3927;Csobaj
3928;Tiszatardos
3929;Tiszaladány
3931;Mezőzombor
3932;Erdőbénye
3933;Olaszliszka
3934;Tolcsva
3935;Erdőhorváti
3936;Háromhuta
3937;Komlóska
3941;Vámosújfalu
3942;Sárazsadány
3943;Bodrogolaszi
3944;Sátoraljaújhely, Kár
3945;Sátoraljaújhely, Rud
3950;Sárospatak
3954;Györgytarló
3955;Kenézlő
3956;Viss
3957;Zalkod
3958;Hercegkút
3959;Makkoshotyka
3961;Vajdácska
3962;Karos
3963;Karcsa
3964;Pácin
3965;Nagyrozvágy
3965;Kisrozvágy
3967;Lácacséke
3971;Tiszakarád
3972;Tiszacsermely
3973;Cigánd
3974;Ricse
3974;Semjén
3976;Révleányvár
3977;Zemplénagárd
3978;Dámóc
3980;Sátoraljaújhely
3985;Alsóberecki
3985;Felsőberecki
3987;Bodroghalom
3988;Sátoraljaújhely, Szé
3989;Mikóháza
3989;Alsóregmec
3989;Felsőregmec
3991;Vilyvitány
3992;Kovácsvágás
3992;Vágáshuta
3993;Füzérradvány
3994;Pálháza
3994;Bózsva
3994;Filkeháza
3994;Füzérkajata
3994;Kishuta
3994;Nagyhuta
3995;Pusztafalu
3996;Füzér
3997;Füzérkomlós
3998;Nyíri
3999;Hollóháza
4000;Debrecen*
4060;Balmazújváros
4064;Nagyhegyes
4065;Újszentmargita
4066;Tiszacsege
4067;Egyek, Telekháza
4069;Egyek
4071;Hortobágy
4074;Hajdúböszörmény, Nag
4075;Görbeháza
4080;Hajdúnánás
4085;Hajdúnánás, Tedej
4086;Hajdúböszörmény, Haj
4087;Hajdúdorog
4090;Polgár
4095;Folyás
4096;Újtikos
4097;Tiszagyulaháza
4100;Berettyóújfalu
4110;Biharkeresztes
4114;Bojt
4115;Ártánd
4116;Berekböszörmény
4117;Told
4118;Mezőpeterd
4119;Váncsod
4121;Szentpéterszeg
4122;Gáborján
4123;Hencida
4124;Esztár
4125;Pocsaj
4126;Kismarja
4127;Nagykereki
4128;Bedő
